Timestamp,Machine_ID,Machine_Type,Section,Machine_Speed_RPM,Temp_C,Humidity_%,Machine_State,Shift,Energy_kWh,Power_Factor,Motor_Current_A,Voltage_Variation_%,Output_kg,Yarn_Breaks_Count,Waste_kg,Safety_Interlock_Triggered,Auto_Shutdown_Flag,Emergency_Stop_Count,Current_Ratio,Mechanical_Friction_Index,Wear_Score,Degradation_Phase,Component_Health_%,RUL_Hours,Material_Buffer_Level_kg,Yarn_Count_Ne,Speed_Override_Flag,Torque_Load_Index,Efficiency_Index
2024-05-07 08:00:00,MCH-009,Compact,Spinning,1323,67.4,72,RUN,A,40.81,0.9,36.6,-0.12,131,3,7.44,0,0,0,0.6602706027060271,0.8975710966859483,28.8,Early Wear,71.2,1424.0,538,24,0,1.03,0.78
2024-05-07 09:00:00,MCH-006,Open End,Roving,1046,60.4,49,RUN,B,40.39,0.83,57.0,0.37,87,2,6.21,0,0,0,1.047856589224318,1.0703047080718897,29.9,Early Wear,70.1,1402.0,344,24,0,0.94,0.92
2024-05-07 10:00:00,MCH-017,Compact,Drawing,1232,62.0,70,RUN,A,35.21,0.93,54.5,-2.53,152,1,6.94,0,0,0,0.9987220601355098,1.0172087860620638,26.7,Early Wear,73.3,1466.0,615,24,0,1.0,0.81
2024-05-07 11:00:00,MCH-011,Open End,Spinning,977,71.8,67,RUN,A,45.69,0.96,57.2,-3.25,149,0,3.61,0,0,0,1.0488955375131197,1.1748975394428047,34.5,Early Wear,65.5,1310.0,595,30,0,1.11,0.77
2024-05-07 12:00:00,MCH-012,Ring Spinning,Spinning,913,67.8,59,STOP,A,39.05,0.86,61.0,0.23,118,2,3.46,0,0,0,1.094030233153984,1.163387042051487,32.6,Early Wear,67.4,1348.0,758,30,0,0.95,0.78
2024-05-07 13:00:00,MCH-009,Ring Spinning,Roving,1439,60.2,53,STOP,C,46.42,0.86,57.2,-3.52,88,1,4.15,0,0,0,1.0318983189831898,0.9921705281737562,19.9,Healthy,80.1,1602.0,538,24,0,1.03,0.78
2024-05-07 14:00:00,MCH-007,Compact,Drawing,1492,60.8,67,RUN,B,39.29,0.82,62.0,3.7,77,2,7.21,0,0,0,1.112703953775949,1.0505123265806482,30.9,Early Wear,69.1,1382.0,483,20,0,1.17,0.88
2024-05-07 15:00:00,MCH-009,Ring Spinning,Spinning,1103,54.5,72,RUN,B,46.67,0.95,58.1,1.36,97,0,6.51,0,0,0,1.0481344813448137,1.0933394022437843,27.7,Early Wear,72.3,1446.0,538,24,0,1.03,0.78
2024-05-07 16:00:00,MCH-002,Ring Spinning,Drawing,1337,67.1,55,RUN,B,41.08,0.89,50.7,2.55,119,3,6.41,0,0,0,0.9347041025474184,0.9375076830261898,28.3,Early Wear,71.7,1434.0,234,36,0,0.89,0.85
2024-05-07 17:00:00,MCH-004,Compact,Spinning,1458,61.6,71,RUN,A,36.52,0.91,59.6,-3.67,174,0,6.1,0,0,0,1.077780750093628,0.9233370189266128,18.4,Healthy,81.6,1632.0,415,24,0,0.78,0.89
2024-05-07 18:00:00,MCH-009,Compact,Spinning,1292,61.4,47,RUN,A,40.99,0.93,40.4,2.86,85,2,2.9,0,0,0,0.7288232882328823,0.9257890724973756,16.1,Healthy,83.9,1678.0,538,24,0,1.03,0.78
2024-05-07 19:00:00,MCH-002,Open End,Drawing,1129,67.3,51,STOP,C,43.17,0.92,56.4,-1.58,61,2,6.6,0,0,0,1.0397891791651754,1.018907835175911,31.0,Early Wear,69.0,1380.0,234,36,0,0.89,0.85
2024-05-07 20:00:00,MCH-020,Ring Spinning,Drawing,936,62.5,55,RUN,A,47.62,0.92,44.4,1.47,108,0,3.18,0,0,0,0.7982650320811749,0.9766302703785182,15.2,Healthy,84.8,1696.0,277,24,0,0.82,0.71
2024-05-07 21:00:00,MCH-008,Compact,Roving,1169,56.8,47,RUN,B,37.61,0.96,57.5,2.99,69,2,4.23,0,0,0,1.0374437564039738,1.0585671923514302,25.4,Early Wear,74.6,1492.0,547,40,0,1.01,0.79
2024-05-07 22:00:00,MCH-004,Compact,Drawing,1340,64.8,50,IDLE,B,42.76,0.9,65.3,3.08,76,0,3.8,0,0,0,1.1808570969985557,0.9698895376587178,16.1,Healthy,83.9,1678.0,415,24,0,0.78,0.89
2024-05-07 23:00:00,MCH-028,Open End,Drawing,1489,72.1,60,RUN,B,40.07,0.9,56.8,-3.31,125,2,3.31,0,1,0,1.0394861228941945,0.8984486513026404,24.4,Early Wear,75.6,1512.0,316,20,0,0.75,0.73
2024-05-08 00:00:00,MCH-020,Ring Spinning,Carding,1495,75.4,59,IDLE,B,37.94,0.95,37.1,-1.95,150,4,4.27,0,0,0,0.6670187542840449,0.8356712891049491,31.3,Early Wear,68.7,1374.0,277,24,0,0.82,0.71
2024-05-08 01:00:00,MCH-005,Ring Spinning,Roving,1460,73.6,48,RUN,B,42.8,0.91,51.8,-3.69,100,3,5.69,0,0,0,0.9397997482679246,1.004580796583377,38.4,Early Wear,61.6,1232.0,688,24,0,1.2,0.81
2024-05-08 02:00:00,MCH-005,Open End,Roving,1430,69.0,66,RUN,A,37.27,0.96,60.5,-3.9,82,1,2.05,0,0,0,1.0976425631314564,1.0668508639415035,24.4,Early Wear,75.6,1512.0,688,24,0,1.2,0.81
2024-05-08 03:00:00,MCH-008,Compact,Drawing,991,57.4,58,IDLE,A,47.07,0.94,58.8,0.86,170,3,2.35,0,0,0,1.0608990065487591,1.1364486468664583,27.5,Early Wear,72.5,1450.0,547,40,0,1.01,0.79
2024-05-08 04:00:00,MCH-027,Ring Spinning,Roving,1061,75.3,59,RUN,B,31.58,0.93,53.0,1.53,63,3,7.24,0,0,0,0.9593540579842784,0.9619455461188025,41.5,Moderate Wear,58.5,1170.0,486,36,0,0.74,0.93
2024-05-08 05:00:00,MCH-004,Compact,Roving,1485,62.3,49,RUN,B,43.8,0.89,54.4,-2.65,114,3,6.0,0,0,0,0.9837461880049222,0.8981745508658564,22.9,Early Wear,77.1,1542.0,415,24,0,0.78,0.89
2024-05-08 06:00:00,MCH-007,Ring Spinning,Drawing,1414,77.4,52,RUN,B,36.11,0.97,63.3,-2.3,96,2,3.06,0,0,0,1.1360348431293157,1.079068807316609,39.6,Early Wear,60.4,1208.0,483,20,0,1.17,0.88
2024-05-08 07:00:00,MCH-009,Compact,Carding,1268,75.6,46,RUN,A,45.14,0.92,58.4,-1.57,105,2,6.77,0,0,0,1.0535465354653546,1.0415386183225694,42.9,Moderate Wear,57.1,1142.0,538,24,0,1.03,0.78
2024-05-08 08:00:00,MCH-018,Ring Spinning,Carding,1290,69.7,52,RUN,A,48.79,0.87,55.4,1.96,167,4,4.37,0,0,0,1.0181757426037976,0.8866389782387228,26.9,Early Wear,73.1,1462.0,258,20,0,0.63,0.79
2024-05-08 09:00:00,MCH-011,Ring Spinning,Carding,1202,71.4,59,IDLE,A,37.84,0.85,48.7,-3.62,75,2,6.27,0,0,0,0.8930281936519043,1.022798522392277,35.7,Early Wear,64.3,1286.0,595,30,0,1.11,0.77
2024-05-08 10:00:00,MCH-016,Compact,Roving,1022,78.5,61,RUN,B,41.06,0.95,46.9,1.09,155,1,6.15,0,0,0,0.8658400990202866,1.0541862405455575,43.9,Moderate Wear,56.1,1122.0,499,24,0,1.07,0.76
2024-05-08 11:00:00,MCH-026,Ring Spinning,Carding,1449,59.3,68,RUN,C,43.19,0.96,61.7,2.22,103,1,6.11,0,0,1,1.130939821179279,0.9981525148316284,24.1,Early Wear,75.9,1518.0,641,24,1,0.98,0.81
2024-05-08 12:00:00,MCH-016,Open End,Spinning,955,70.5,51,STOP,A,44.29,0.88,44.4,-1.54,73,0,3.32,0,1,0,0.8196865756183523,1.059079281008375,26.5,Early Wear,73.5,1470.0,499,24,0,1.07,0.76
2024-05-08 13:00:00,MCH-012,Open End,Drawing,1129,73.6,63,STOP,A,37.83,0.83,41.9,0.61,118,3,7.4,0,0,0,0.7514732257238022,0.94896347546079,39.0,Early Wear,61.0,1220.0,758,30,0,0.95,0.78
2024-05-08 14:00:00,MCH-027,Open End,Drawing,1208,68.8,66,IDLE,C,41.01,0.94,72.4,0.16,100,4,3.87,0,0,1,1.3105138452464484,1.018074988569253,31.4,Early Wear,68.6,1372.0,486,36,0,0.74,0.93
2024-05-08 15:00:00,MCH-027,Ring Spinning,Drawing,1326,73.1,53,RUN,A,44.82,0.94,43.2,0.49,132,0,2.17,0,0,0,0.7819640623569968,0.8642413846098649,17.7,Healthy,82.3,1646.0,486,36,0,0.74,0.93
2024-05-08 16:00:00,MCH-022,Compact,Carding,1148,62.4,65,IDLE,A,41.91,0.84,50.2,-1.13,126,0,6.78,0,0,0,0.9292559109224686,1.0764822200419826,27.4,Early Wear,72.6,1452.0,498,30,1,1.19,0.76
2024-05-08 17:00:00,MCH-006,Open End,Drawing,1247,71.0,61,RUN,B,41.27,0.93,49.0,1.24,160,1,6.04,0,0,0,0.9007889977542384,0.9617291156736236,29.7,Early Wear,70.3,1406.0,344,24,0,0.94,0.92
2024-05-08 18:00:00,MCH-002,Open End,Carding,1077,79.2,45,RUN,B,48.89,0.85,50.0,-0.03,125,2,3.7,0,0,0,0.9217989176996236,0.9950291553301448,38.9,Early Wear,61.1,1222.0,234,36,0,0.89,0.85
2024-05-08 19:00:00,MCH-015,Ring Spinning,Spinning,1148,71.6,47,IDLE,B,37.35,0.92,49.0,2.32,89,4,3.87,0,0,0,0.8893380495199595,1.063785369401751,37.2,Early Wear,62.8,1256.0,421,30,1,1.18,0.85
2024-05-08 20:00:00,MCH-017,Open End,Spinning,1498,73.9,65,STOP,C,45.0,0.86,48.9,2.26,122,0,2.89,0,1,0,0.8961010778096592,0.929103204214369,23.4,Early Wear,76.6,1532.0,615,24,0,1.0,0.81
2024-05-08 21:00:00,MCH-003,Compact,Carding,1169,81.3,69,RUN,C,45.84,0.88,59.0,-2.53,135,1,5.66,0,0,0,1.0624935887937814,1.0377317455177195,45.6,Moderate Wear,54.4,1088.0,451,24,0,0.93,0.94
2024-05-08 22:00:00,MCH-004,Open End,Roving,913,67.6,73,IDLE,C,48.13,0.91,52.9,-2.06,115,4,5.01,0,0,0,0.956620833556257,1.0244804649877992,32.5,Early Wear,67.5,1350.0,415,24,0,0.78,0.89
2024-05-08 23:00:00,MCH-022,Compact,Drawing,1173,72.1,63,RUN,A,45.95,0.84,54.5,-2.19,175,1,7.04,0,0,0,1.0088535287903293,1.101205686638274,40.0,Early Wear,60.0,1200.0,498,30,1,1.19,0.76
2024-05-09 00:00:00,MCH-007,Compact,Carding,1205,68.3,64,RUN,A,30.76,0.84,49.5,1.39,82,1,6.76,0,0,0,0.8883684792243465,1.0462788900563864,32.0,Early Wear,68.0,1360.0,483,20,0,1.17,0.88
2024-05-09 01:00:00,MCH-030,Compact,Spinning,1078,67.5,59,RUN,A,43.11,0.89,54.6,-2.93,97,0,6.21,0,0,0,0.9932004552484898,1.0312976082413443,27.1,Early Wear,72.9,1458.0,398,30,0,0.91,0.75
2024-05-09 02:00:00,MCH-026,Compact,Roving,1372,61.2,58,STOP,A,46.22,0.89,50.0,-1.25,76,3,1.79,0,0,0,0.9164828372603556,0.9524396823482084,17.2,Healthy,82.8,1656.0,641,24,1,0.98,0.81
2024-05-09 03:00:00,MCH-021,Open End,Drawing,1321,66.5,62,RUN,C,43.93,0.97,56.6,-0.61,69,0,3.12,0,0,0,1.0142383712771357,0.9675665099060088,16.5,Healthy,83.5,1670.0,289,36,0,0.88,0.91
2024-05-09 04:00:00,MCH-008,Ring Spinning,Carding,1241,65.1,69,RUN,B,39.33,0.82,64.4,1.73,80,4,3.19,0,0,0,1.1619370071724509,1.0793395472642362,28.5,Early Wear,71.5,1430.0,547,40,0,1.01,0.79
2024-05-09 05:00:00,MCH-025,Open End,Spinning,1408,72.5,66,RUN,C,38.26,0.86,38.1,1.72,76,2,5.1,0,0,0,0.7047051944487536,0.9010631329487098,28.6,Early Wear,71.4,1428.0,434,20,0,1.07,0.84
2024-05-09 06:00:00,MCH-023,Ring Spinning,Drawing,1447,66.5,72,STOP,C,35.82,0.83,54.8,1.3,146,3,2.75,0,0,0,0.9863688515099523,0.9717113458126478,22.0,Early Wear,78.0,1560.0,214,40,0,1.01,0.81
2024-05-09 07:00:00,MCH-017,Open End,Drawing,1287,72.8,45,STOP,B,42.14,0.91,52.5,-1.52,166,5,4.68,0,0,0,0.9620717093048488,0.9910322618504812,38.7,Early Wear,61.3,1226.0,615,24,0,1.0,0.81
2024-05-09 08:00:00,MCH-018,Compact,Carding,1270,68.9,57,RUN,C,42.11,0.83,58.7,3.04,139,0,1.59,0,0,0,1.0788252001957206,0.9023175370900466,13.2,Healthy,86.8,1736.0,258,20,0,0.63,0.79
2024-05-09 09:00:00,MCH-013,Ring Spinning,Carding,1016,77.3,48,RUN,C,44.58,0.92,45.7,2.86,132,1,4.55,0,0,0,0.8392343628603429,1.0228575650361331,37.6,Early Wear,62.4,1248.0,443,40,0,1.0,0.89
2024-05-09 10:00:00,MCH-022,Ring Spinning,Roving,1160,61.5,45,RUN,B,34.24,0.97,39.9,-1.26,147,0,1.96,0,0,0,0.7385918495180577,0.992091306371189,13.5,Healthy,86.5,1730.0,498,30,1,1.19,0.76
2024-05-09 11:00:00,MCH-013,Compact,Drawing,1012,68.8,49,RUN,A,41.94,0.92,68.6,-0.1,66,0,6.26,0,0,1,1.2597697438122433,1.1961753405475946,37.1,Early Wear,62.9,1258.0,443,40,0,1.0,0.89
2024-05-09 12:00:00,MCH-011,Open End,Roving,1259,63.0,68,RUN,B,34.71,0.97,40.3,3.99,112,1,7.31,0,0,1,0.7389945832478797,0.9510435956967738,24.2,Early Wear,75.8,1516.0,595,30,0,1.11,0.77
2024-05-09 13:00:00,MCH-008,Ring Spinning,Roving,1208,65.3,55,RUN,B,48.28,0.95,39.5,0.63,75,2,5.92,0,0,0,0.7126787543992517,0.9320072871387736,22.8,Early Wear,77.2,1544.0,547,40,0,1.01,0.79
2024-05-09 14:00:00,MCH-021,Compact,Carding,1206,74.7,68,RUN,B,38.59,0.94,55.2,-0.84,174,2,6.5,0,0,0,0.9891512030830014,0.9871265832687802,38.5,Early Wear,61.5,1230.0,289,36,0,0.88,0.91
2024-05-09 15:00:00,MCH-024,Ring Spinning,Drawing,1327,59.4,50,RUN,C,34.6,0.94,76.5,-3.19,111,2,3.21,0,0,0,1.3902656621728786,1.0358926515721938,22.2,Early Wear,77.8,1556.0,328,30,1,0.81,0.85
2024-05-09 16:00:00,MCH-021,Ring Spinning,Carding,1394,69.2,71,RUN,A,32.36,0.86,54.3,-0.54,90,2,2.96,0,0,1,0.9730237378153436,0.9415270729406808,22.2,Early Wear,77.8,1556.0,289,36,0,0.88,0.91
2024-05-09 17:00:00,MCH-002,Ring Spinning,Roving,1135,63.1,56,RUN,C,45.76,0.95,41.8,-3.92,170,1,7.43,0,0,0,0.7706238951968853,0.9301182627928564,23.4,Early Wear,76.6,1532.0,234,36,0,0.89,0.85
2024-05-09 18:00:00,MCH-007,Ring Spinning,Spinning,1475,64.4,57,RUN,C,37.83,0.87,55.7,1.47,129,3,2.1,0,0,0,0.9996388746019412,1.0167935444900893,21.0,Early Wear,79.0,1580.0,483,20,0,1.17,0.88
2024-05-09 19:00:00,MCH-007,Ring Spinning,Carding,1140,69.4,53,RUN,B,39.37,0.84,58.2,3.26,97,1,6.65,0,0,0,1.0445059695122618,1.1349608996253893,37.5,Early Wear,62.5,1250.0,483,20,0,1.17,0.88
2024-05-09 20:00:00,MCH-016,Open End,Carding,1399,63.9,61,IDLE,B,41.63,0.93,60.9,2.27,147,2,5.34,0,0,1,1.1242998300711184,1.0350013454086842,26.4,Early Wear,73.6,1472.0,499,24,0,1.07,0.76
2024-05-09 21:00:00,MCH-030,Ring Spinning,Roving,1346,75.7,55,RUN,C,42.84,0.92,57.3,-1.17,149,3,6.39,0,0,0,1.0423147634750634,0.9754279526086592,40.9,Moderate Wear,59.1,1182.0,398,30,0,0.91,0.75
2024-05-09 22:00:00,MCH-005,Open End,Spinning,1234,69.9,66,RUN,C,38.73,0.85,70.7,-2.5,156,1,1.93,0,0,0,1.282699656419735,1.203512461536552,32.2,Early Wear,67.8,1356.0,688,24,0,1.2,0.81
2024-05-09 23:00:00,MCH-028,Open End,Roving,1014,68.3,63,RUN,C,34.15,0.91,46.4,3.18,73,2,5.45,0,0,0,0.8491576778572294,0.9418401062881896,26.1,Early Wear,73.9,1478.0,316,20,0,0.75,0.73
2024-05-10 00:00:00,MCH-007,Compact,Carding,1405,67.3,71,RUN,C,35.37,0.85,46.2,2.97,66,2,4.31,0,0,0,0.8291439139427234,0.9734016819561871,24.2,Early Wear,75.8,1516.0,483,20,0,1.17,0.88
2024-05-10 01:00:00,MCH-014,Ring Spinning,Roving,1186,67.7,73,RUN,A,45.49,0.83,68.0,-0.79,81,1,7.07,0,0,0,1.2134131736526943,0.9903917869845092,29.0,Early Wear,71.0,1420.0,645,40,0,0.71,0.83
2024-05-10 02:00:00,MCH-009,Open End,Spinning,1462,77.9,61,RUN,A,42.55,0.9,45.5,-2.51,134,2,4.08,0,0,0,0.8208282082820828,0.924633733576956,34.5,Early Wear,65.5,1310.0,538,24,0,1.03,0.78
2024-05-10 03:00:00,MCH-028,Ring Spinning,Drawing,1103,69.6,46,RUN,C,34.91,0.91,46.7,1.82,106,1,2.55,0,0,1,0.854647921464065,0.922345523482345,19.0,Healthy,81.0,1620.0,316,20,0,0.75,0.73
2024-05-10 04:00:00,MCH-019,Open End,Roving,1425,66.0,55,RUN,A,38.46,0.89,53.8,2.7,175,3,5.67,0,0,0,0.9844464775846292,1.0224578603638073,29.7,Early Wear,70.3,1406.0,537,20,0,1.19,0.74
2024-05-10 05:00:00,MCH-029,Ring Spinning,Carding,973,59.9,60,RUN,A,47.94,0.92,54.7,-2.92,87,5,5.81,0,0,0,0.991261013150208,1.1680707841628388,40.0,Early Wear,60.0,1200.0,328,40,0,1.14,0.93
2024-05-10 06:00:00,MCH-030,Compact,Spinning,1210,69.2,64,RUN,A,40.97,0.96,59.0,-0.89,95,2,2.88,0,0,0,1.0732385871732766,1.0182338762922711,25.9,Early Wear,74.1,1482.0,398,30,0,0.91,0.75
2024-05-10 07:00:00,MCH-024,Ring Spinning,Drawing,1313,57.2,63,RUN,C,43.1,0.97,56.2,-1.85,146,6,6.15,0,0,0,1.0213454929949777,0.944505233417304,31.5,Early Wear,68.5,1370.0,328,30,1,0.81,0.85
2024-05-10 08:00:00,MCH-018,Compact,Roving,1245,71.9,55,RUN,B,33.64,0.97,54.4,2.55,160,6,2.21,0,0,0,0.9997971190910936,0.8902251939681667,29.6,Early Wear,70.4,1408.0,258,20,0,0.63,0.79
2024-05-10 09:00:00,MCH-006,Ring Spinning,Carding,1384,71.6,73,STOP,C,38.78,0.9,44.5,1.11,164,5,2.95,0,0,0,0.8180634775523183,0.910715757336439,29.7,Early Wear,70.3,1406.0,344,24,0,0.94,0.92
2024-05-10 10:00:00,MCH-004,Compact,Drawing,1151,62.3,60,RUN,A,38.1,0.88,61.4,-2.75,147,2,2.45,0,0,0,1.1103311754320262,0.9972372754038792,18.8,Healthy,81.2,1624.0,415,24,0,0.78,0.89
2024-05-10 11:00:00,MCH-030,Open End,Roving,1225,64.3,55,RUN,B,46.53,0.94,45.6,1.71,119,2,4.96,0,0,0,0.8294860944932442,0.938456464650412,20.8,Early Wear,79.2,1584.0,398,30,0,0.91,0.75
2024-05-10 12:00:00,MCH-020,Open End,Drawing,1032,65.1,62,RUN,C,37.82,0.87,50.3,-0.79,86,1,6.36,0,0,0,0.9043407908487184,0.9847589151976256,24.1,Early Wear,75.9,1518.0,277,24,0,0.82,0.71
2024-05-10 13:00:00,MCH-030,Ring Spinning,Drawing,1381,67.3,54,RUN,B,48.54,0.82,61.3,-0.24,136,3,2.77,0,0,0,1.115076701588506,0.9879973909854504,23.8,Early Wear,76.2,1524.0,398,30,0,0.91,0.75
2024-05-10 14:00:00,MCH-016,Ring Spinning,Roving,1328,71.8,61,RUN,B,41.63,0.86,46.7,0.8,129,4,4.0,0,0,0,0.8621478171481319,0.9669774662664856,32.8,Early Wear,67.2,1344.0,499,24,0,1.07,0.76
2024-05-10 15:00:00,MCH-024,Compact,Spinning,1464,74.8,52,IDLE,C,38.71,0.95,60.1,-2.1,98,5,3.44,0,0,0,1.0922217816547712,0.9337277315450558,35.8,Early Wear,64.2,1284.0,328,30,1,0.81,0.85
2024-05-10 16:00:00,MCH-009,Ring Spinning,Drawing,1089,71.8,62,RUN,A,43.54,0.85,60.9,-0.93,179,3,3.98,0,0,0,1.0986469864698647,1.118765992990108,38.4,Early Wear,61.6,1232.0,538,24,0,1.03,0.78
2024-05-10 17:00:00,MCH-018,Open End,Spinning,1219,56.2,50,RUN,B,44.45,0.89,60.4,-2.67,109,1,3.87,0,0,0,1.1100688601673172,0.9182527282118618,15.7,Healthy,84.3,1686.0,258,20,0,0.63,0.79
2024-05-10 18:00:00,MCH-005,Ring Spinning,Roving,1287,71.9,49,STOP,A,39.43,0.82,47.5,2.55,165,1,5.61,0,0,0,0.8617854834503169,1.0176042018356526,32.7,Early Wear,67.3,1346.0,688,24,0,1.2,0.81
2024-05-10 19:00:00,MCH-016,Ring Spinning,Drawing,1005,66.0,68,RUN,B,40.92,0.9,53.2,-1.53,157,0,4.23,0,0,0,0.982146977993161,1.1114722634670104,25.3,Early Wear,74.7,1494.0,499,24,0,1.07,0.76
2024-05-10 20:00:00,MCH-020,Ring Spinning,Spinning,974,71.2,56,RUN,B,41.7,0.84,36.9,-1.46,90,2,4.84,0,0,0,0.6634229658512467,0.9171124713120472,27.3,Early Wear,72.7,1454.0,277,24,0,0.82,0.71
2024-05-10 21:00:00,MCH-026,Compact,Roving,1464,63.0,53,STOP,C,48.33,0.87,55.7,2.45,149,2,2.65,0,0,0,1.0209618807080365,0.9643803882425676,17.5,Healthy,82.5,1650.0,641,24,1,0.98,0.81
2024-05-10 22:00:00,MCH-028,Ring Spinning,Drawing,1409,65.5,52,RUN,A,46.55,0.83,46.1,-2.72,133,3,5.67,0,0,0,0.8436674342503939,0.8675098297403266,21.3,Early Wear,78.7,1574.0,316,20,0,0.75,0.73
2024-05-10 23:00:00,MCH-019,Ring Spinning,Drawing,911,58.9,62,RUN,C,35.59,0.87,52.1,0.26,155,2,5.41,0,1,0,0.9533394327538884,1.1982228269070057,34.7,Early Wear,65.3,1306.0,537,20,0,1.19,0.74
2024-05-11 00:00:00,MCH-006,Ring Spinning,Drawing,1253,67.2,70,RUN,C,47.27,0.88,49.1,-1.06,107,3,6.39,0,0,0,0.9026273426476142,0.9609550878305751,29.6,Early Wear,70.4,1408.0,344,24,0,0.94,0.92
2024-05-11 01:00:00,MCH-014,Open End,Roving,1266,78.6,73,STOP,C,46.49,0.96,58.0,0.72,65,1,4.66,0,0,0,1.0349700598802394,0.9282225763493556,34.7,Early Wear,65.3,1306.0,645,40,0,0.71,0.83
2024-05-11 02:00:00,MCH-012,Compact,Spinning,1431,80.0,66,RUN,A,42.1,0.95,64.8,-1.56,166,1,3.25,0,0,0,1.1621829362029208,1.007951401498901,37.6,Early Wear,62.4,1248.0,758,30,0,0.95,0.78
2024-05-11 03:00:00,MCH-023,Open End,Spinning,1032,64.9,59,IDLE,A,37.29,0.96,73.4,1.83,138,4,1.6,0,0,0,1.3211582792122356,1.2269438155837138,32.5,Early Wear,67.5,1350.0,214,40,0,1.01,0.81
2024-05-11 04:00:00,MCH-002,Compact,Drawing,1429,62.2,45,RUN,A,39.21,0.84,54.3,0.44,69,0,7.5,0,0,0,1.0010736246217913,0.9380344500718086,21.9,Early Wear,78.1,1562.0,234,36,0,0.89,0.85
2024-05-11 05:00:00,MCH-012,Compact,Spinning,1306,66.2,71,RUN,B,40.53,0.84,57.6,-2.93,164,5,6.67,0,0,0,1.0330514988470407,0.999440334417101,34.8,Early Wear,65.2,1304.0,758,30,0,0.95,0.78
2024-05-11 06:00:00,MCH-026,Compact,Carding,1166,66.1,52,RUN,A,36.47,0.94,56.8,1.14,119,1,3.9,0,0,0,1.041124503127764,1.043824523193599,23.4,Early Wear,76.6,1532.0,641,24,1,0.98,0.81
2024-05-11 07:00:00,MCH-027,Compact,Roving,1218,64.7,61,RUN,C,42.35,0.89,52.1,-0.23,164,1,3.19,0,1,0,0.9430631400185076,0.9215796682778766,14.5,Healthy,85.5,1710.0,486,36,0,0.74,0.93
2024-05-11 08:00:00,MCH-017,Ring Spinning,Drawing,1420,69.1,67,RUN,A,47.22,0.87,61.0,-0.7,147,1,5.64,0,0,0,1.1178357003351578,1.0074869044985757,28.8,Early Wear,71.2,1424.0,615,24,0,1.0,0.81
2024-05-11 09:00:00,MCH-026,Open End,Carding,1100,64.1,70,IDLE,C,41.54,0.91,62.3,-2.37,143,2,2.09,0,1,0,1.1419376152264031,1.1028303335590253,23.3,Early Wear,76.7,1534.0,641,24,1,0.98,0.81
2024-05-11 10:00:00,MCH-022,Open End,Carding,1022,64.8,48,RUN,B,39.3,0.84,47.0,-1.2,118,2,5.27,0,0,1,0.8700204743696418,1.096920836026093,29.4,Early Wear,70.6,1412.0,498,30,1,1.19,0.76
2024-05-11 11:00:00,MCH-009,Ring Spinning,Carding,1074,68.6,62,RUN,A,43.81,0.93,51.2,-2.23,151,4,6.59,0,0,0,0.9236572365723658,1.0541838172735634,38.4,Early Wear,61.6,1232.0,538,24,0,1.03,0.78
2024-05-11 12:00:00,MCH-003,Open End,Carding,1241,68.0,56,RUN,B,45.48,0.95,53.2,3.11,159,6,3.86,0,0,0,0.9580450665055792,0.9840049936436912,32.7,Early Wear,67.3,1346.0,451,24,0,0.93,0.94
2024-05-11 13:00:00,MCH-007,Ring Spinning,Drawing,1283,80.0,72,IDLE,C,37.24,0.94,52.8,2.78,144,2,2.92,0,0,0,0.9475930445059696,1.0469431582202984,40.9,Moderate Wear,59.1,1182.0,483,20,0,1.17,0.88
2024-05-11 14:00:00,MCH-014,Compact,Carding,970,66.4,46,STOP,A,39.88,0.89,64.1,3.16,92,3,4.55,0,0,0,1.1438203592814369,1.0375873781921023,28.7,Early Wear,71.3,1426.0,645,40,0,0.71,0.83
2024-05-11 15:00:00,MCH-007,Open End,Roving,1135,63.0,60,RUN,B,41.32,0.88,65.9,0.06,61,0,2.08,0,0,0,1.1826966218360493,1.1972818183185137,24.0,Early Wear,76.0,1520.0,483,20,0,1.17,0.88
2024-05-11 16:00:00,MCH-022,Open End,Drawing,1463,63.2,61,RUN,A,42.53,0.91,52.6,-1.79,90,1,6.42,0,0,0,0.9736824883370886,1.006171741200629,25.1,Early Wear,74.9,1498.0,498,30,1,1.19,0.76
2024-05-11 17:00:00,MCH-005,Compact,Drawing,1443,66.9,61,RUN,B,39.55,0.93,53.9,3.88,177,3,6.14,0,1,0,0.97789973806257,1.0216642027559095,31.7,Early Wear,68.3,1366.0,688,24,0,1.2,0.81
2024-05-11 18:00:00,MCH-030,Open End,Roving,1064,69.8,60,STOP,A,35.18,0.95,44.0,-3.87,118,3,7.32,0,0,0,0.8003813192478672,0.9670102957551148,35.0,Early Wear,65.0,1300.0,398,30,0,0.91,0.75
2024-05-11 19:00:00,MCH-013,Ring Spinning,Carding,1055,59.7,57,RUN,A,40.97,0.9,72.9,0.52,140,1,2.35,0,0,0,1.3387349026809408,1.2061533148135284,27.0,Early Wear,73.0,1460.0,443,40,0,1.0,0.89
2024-05-11 20:00:00,MCH-021,Open End,Drawing,903,60.8,61,RUN,A,43.15,0.87,40.7,-1.58,163,1,1.82,0,0,0,0.729319818215184,0.9824508494183266,14.8,Healthy,85.2,1704.0,289,36,0,0.88,0.91
